family_id	genome	gene_id
Pantoea_agglomerans_WP_010669989.1	Hafnia_alvei	Hafnia_alvei_WP_040045137.1
Pantoea_agglomerans_WP_010669989.1	Yersinia_pestis	Yersinia_pestis_WP_002211232.1
Pantoea_agglomerans_WP_010669989.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005272030.1
Pantoea_agglomerans_WP_010669989.1	Dickeya_dadantii	Dickeya_dadantii_WP_013317987.1
Pantoea_agglomerans_WP_010669989.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004090343.1
Pantoea_agglomerans_WP_010669989.1	Serratia_marcescens	Serratia_marcescens_WP_004941087.1
Pantoea_agglomerans_WP_010669989.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_226051378.1
Pantoea_agglomerans_WP_010669989.1	Erwinia_billingiae	Erwinia_billingiae_WP_053143528.1
Pantoea_agglomerans_WP_010669989.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010669989.1
Pantoea_agglomerans_WP_010669989.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_304373787.1
Pantoea_agglomerans_WP_010669989.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010845682.1
Pantoea_agglomerans_WP_010669989.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005284779.1
Pantoea_agglomerans_WP_010669989.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011093753.1
Pantoea_agglomerans_WP_010669989.1	Proteus_mirabilis	Proteus_mirabilis_WP_004242689.1
Pantoea_agglomerans_WP_010669989.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015870911.1
Pantoea_agglomerans_WP_010669989.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002910393.1
Pantoea_agglomerans_WP_010669989.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013096237.1
Pantoea_agglomerans_WP_434773775.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_027712754.1
Pantoea_agglomerans_WP_434773775.1	Providencia_stuartii	Providencia_stuartii_WP_004917624.1
Pantoea_agglomerans_WP_434773775.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004096425.1
Pantoea_agglomerans_WP_434773775.1	Yersinia_pestis	Yersinia_pestis_WP_002210328.1
Pantoea_agglomerans_WP_434773775.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015872189.1
Pantoea_agglomerans_WP_434773775.1	Salmonella_enterica	Salmonella_enterica_WP_000776107.1
Pantoea_agglomerans_WP_434773775.1	Morganella_morganii	Morganella_morganii_WP_004235593.1
Pantoea_agglomerans_WP_434773775.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_003858701.1
Pantoea_agglomerans_WP_434773775.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048911754.1
Pantoea_agglomerans_WP_434773775.1	Escherichia_coli	Escherichia_coli_YCN70133.1
Pantoea_agglomerans_WP_434773775.1	Leminorella_grimontii	Leminorella_grimontii_WP_027272791.1
Pantoea_agglomerans_WP_434773775.1	Erwinia_billingiae	Erwinia_billingiae_WP_013201274.1
Pantoea_agglomerans_WP_434773775.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011092891.1
Pantoea_agglomerans_WP_434773775.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_434773775.1
Pantoea_agglomerans_WP_434773775.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005289134.1
Pantoea_agglomerans_WP_434773775.1	Ewingella_americana	Ewingella_americana_WP_185688319.1
Pantoea_agglomerans_WP_434773775.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246050.1
Pantoea_agglomerans_WP_434773775.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005976291.1
Pantoea_agglomerans_WP_434773775.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002894620.1
Pantoea_agglomerans_WP_434773775.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010848746.1
Pantoea_agglomerans_WP_434773775.1	Serratia_marcescens	Serratia_marcescens_WP_004940002.1
Pantoea_agglomerans_WP_434773775.1	Erwinia_amylovora	Erwinia_amylovora_WP_004156622.1
Pantoea_agglomerans_WP_434773775.1	Pragia_fontium	Pragia_fontium_WP_047780602.1
Pantoea_agglomerans_WP_434773775.1	Hafnia_alvei	Hafnia_alvei_WP_004096425.1
Pantoea_agglomerans_WP_434773775.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005278057.1
Pantoea_agglomerans_WP_434773775.1	Dickeya_dadantii	Dickeya_dadantii_WP_012883860.1
Tatumella_ptyseos_WP_048912853.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246955.1
Tatumella_ptyseos_WP_048912853.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_002919748.1
Tatumella_ptyseos_WP_048912853.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002919748.1
Tatumella_ptyseos_WP_048912853.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_006120590.1
Tatumella_ptyseos_WP_048912853.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_002213325.1
Tatumella_ptyseos_WP_048912853.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847486.1
Tatumella_ptyseos_WP_048912853.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Morganella_morganii	Morganella_morganii_WP_015422333.1
Tatumella_ptyseos_WP_048912853.1	Escherichia_coli	Escherichia_coli_YCN68511.1
Tatumella_ptyseos_WP_048912853.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005290380.1
Tatumella_ptyseos_WP_048912853.1	Pragia_fontium	Pragia_fontium_WP_020322771.1
Tatumella_ptyseos_WP_048912853.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275668.1
Tatumella_ptyseos_WP_048912853.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048912853.1
Tatumella_ptyseos_WP_048912853.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005290380.1
Tatumella_ptyseos_WP_048912853.1	Ewingella_americana	Ewingella_americana_WP_008457164.1
Tatumella_ptyseos_WP_048912853.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160583.1
Tatumella_ptyseos_WP_048912853.1	Providencia_stuartii	Providencia_stuartii_WP_004926446.1
Tatumella_ptyseos_WP_048912853.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768108.1
Tatumella_ptyseos_WP_048912853.1	Hafnia_alvei	Hafnia_alvei_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Erwinia_billingiae	Erwinia_billingiae_WP_004160583.1
Tatumella_ptyseos_WP_048912853.1	Serratia_marcescens	Serratia_marcescens_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Yersinia_pestis	Yersinia_pestis_WP_002213325.1
Tatumella_ptyseos_WP_048912853.1	Salmonella_enterica	Salmonella_enterica_WP_000613954.1
Tatumella_ptyseos_WP_048912853.1	Dickeya_dadantii	Dickeya_dadantii_WP_012768108.1
Tatumella_ptyseos_WP_099825221.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_002438716.1
Tatumella_ptyseos_WP_099825221.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768106.1
Tatumella_ptyseos_WP_099825221.1	Escherichia_coli	Escherichia_coli_YCN68514.1
Tatumella_ptyseos_WP_099825221.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_005970273.1
Tatumella_ptyseos_WP_099825221.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005290387.1
Tatumella_ptyseos_WP_099825221.1	Hafnia_alvei	Hafnia_alvei_WP_002438716.1
Tatumella_ptyseos_WP_099825221.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005290387.1
Tatumella_ptyseos_WP_099825221.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246957.1
Tatumella_ptyseos_WP_099825221.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_002218940.1
Tatumella_ptyseos_WP_099825221.1	Providencia_stuartii	Providencia_stuartii_WP_004926449.1
Tatumella_ptyseos_WP_099825221.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002919759.1
Tatumella_ptyseos_WP_099825221.1	Salmonella_enterica	Salmonella_enterica_WP_000941208.1
Tatumella_ptyseos_WP_099825221.1	Erwinia_billingiae	Erwinia_billingiae_WP_002438716.1
Tatumella_ptyseos_WP_099825221.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160587.1
Tatumella_ptyseos_WP_099825221.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_008927134.1
Tatumella_ptyseos_WP_099825221.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275665.1
Tatumella_ptyseos_WP_099825221.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_099825221.1
Tatumella_ptyseos_WP_099825221.1	Yersinia_pestis	Yersinia_pestis_WP_002218940.1
Tatumella_ptyseos_WP_099825221.1	Serratia_marcescens	Serratia_marcescens_WP_004929764.1
Tatumella_ptyseos_WP_099825221.1	Dickeya_dadantii	Dickeya_dadantii_WP_012768106.1
Tatumella_ptyseos_WP_099825221.1	Pragia_fontium	Pragia_fontium_WP_047779696.1
Tatumella_ptyseos_WP_099825221.1	Ewingella_americana	Ewingella_americana_WP_009639183.1
Tatumella_ptyseos_WP_099825221.1	Morganella_morganii	Morganella_morganii_WP_004238625.1
Tatumella_ptyseos_WP_099825221.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847483.1
Tatumella_ptyseos_WP_099825221.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_002919759.1
Tatumella_ptyseos_WP_099825221.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_005970273.1
Erwinia_billingiae_WP_004157374.1	Pragia_fontium	Pragia_fontium_WP_029095034.1
Erwinia_billingiae_WP_004157374.1	Leminorella_grimontii	Leminorella_grimontii_WP_034861980.1
Erwinia_billingiae_WP_004157374.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_001124225.1
Erwinia_billingiae_WP_004157374.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010275699.1
Erwinia_billingiae_WP_004157374.1	Erwinia_amylovora	Erwinia_amylovora_WP_004157374.1
Erwinia_billingiae_WP_004157374.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012769670.1
Erwinia_billingiae_WP_004157374.1	Serratia_marcescens	Serratia_marcescens_WP_004931418.1
Erwinia_billingiae_WP_004157374.1	Morganella_morganii	Morganella_morganii_WP_004235358.1
Erwinia_billingiae_WP_004157374.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005293643.1
Erwinia_billingiae_WP_004157374.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010245683.1
Erwinia_billingiae_WP_004157374.1	Escherichia_coli	Escherichia_coli_YCN71141.1
Erwinia_billingiae_WP_004157374.1	Ewingella_americana	Ewingella_americana_WP_013576135.1
Erwinia_billingiae_WP_004157374.1	Hafnia_alvei	Hafnia_alvei_WP_025801266.1
Erwinia_billingiae_WP_004157374.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_004713020.1
Erwinia_billingiae_WP_004157374.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_004157374.1
Erwinia_billingiae_WP_004157374.1	Salmonella_enterica	Salmonella_enterica_WP_001124225.1
Erwinia_billingiae_WP_004157374.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_004157374.1
Erwinia_billingiae_WP_004157374.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004089951.1
Erwinia_billingiae_WP_004157374.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005293643.1
Erwinia_billingiae_WP_004157374.1	Erwinia_billingiae	Erwinia_billingiae_WP_004157374.1
Erwinia_billingiae_WP_004157374.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_005968897.1
Erwinia_billingiae_WP_004157374.1	Yersinia_pestis	Yersinia_pestis_WP_002211834.1
Erwinia_billingiae_WP_004157374.1	Providencia_stuartii	Providencia_stuartii_WP_004263702.1
Erwinia_billingiae_WP_004157374.1	Proteus_mirabilis	Proteus_mirabilis_WP_004242608.1
Erwinia_billingiae_WP_004157374.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_001124225.1
Erwinia_billingiae_WP_004157374.1	Dickeya_dadantii	Dickeya_dadantii_WP_013318081.1
Erwinia_billingiae_WP_013200295.1	Yersinia_pestis	Yersinia_pestis_WP_002210674.1
Erwinia_billingiae_WP_013200295.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005280485.1
Erwinia_billingiae_WP_013200295.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025802783.1
Erwinia_billingiae_WP_013200295.1	Morganella_morganii	Morganella_morganii_WP_004242307.1
Erwinia_billingiae_WP_013200295.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011091858.1
Erwinia_billingiae_WP_013200295.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_001207203.1
Erwinia_billingiae_WP_013200295.1	Erwinia_amylovora	Erwinia_amylovora_WP_004154988.1
Erwinia_billingiae_WP_013200295.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010285495.1
Erwinia_billingiae_WP_013200295.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048911264.1
Erwinia_billingiae_WP_013200295.1	Salmonella_enterica	Salmonella_enterica_WP_001207203.1
Erwinia_billingiae_WP_013200295.1	Serratia_marcescens	Serratia_marcescens_WP_004929905.1
Erwinia_billingiae_WP_013200295.1	Ewingella_americana	Ewingella_americana_WP_034795004.1
Erwinia_billingiae_WP_013200295.1	Escherichia_coli	Escherichia_coli_YCN69149.1
Erwinia_billingiae_WP_013200295.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010848555.1
Erwinia_billingiae_WP_013200295.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005280485.1
Erwinia_billingiae_WP_013200295.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013095001.1
Erwinia_billingiae_WP_013200295.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_003848098.1
Erwinia_billingiae_WP_013200295.1	Erwinia_billingiae	Erwinia_billingiae_WP_013200295.1
Erwinia_billingiae_WP_013200295.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005277560.1
Erwinia_billingiae_WP_013200295.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012882962.1
Erwinia_billingiae_WP_013200295.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275339.1
Erwinia_billingiae_WP_013200295.1	Providencia_stuartii	Providencia_stuartii_WP_004924776.1
Erwinia_billingiae_WP_013200295.1	Pragia_fontium	Pragia_fontium_WP_047782097.1
Erwinia_billingiae_WP_013200295.1	Hafnia_alvei	Hafnia_alvei_WP_025802783.1
Erwinia_billingiae_WP_013200295.1	Dickeya_dadantii	Dickeya_dadantii_WP_012882962.1
Erwinia_billingiae_WP_013200295.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246904.1
Erwinia_billingiae_WP_013200655.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_061553496.1
Erwinia_billingiae_WP_013200655.1	Erwinia_billingiae	Erwinia_billingiae_WP_013200655.1
Erwinia_billingiae_WP_013200655.1	Erwinia_amylovora	Erwinia_amylovora_WP_004159807.1
Erwinia_billingiae_WP_013200655.1	Escherichia_coli	Escherichia_coli_YCN69508.1
Erwinia_billingiae_WP_013200655.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_032896362.1
Erwinia_billingiae_WP_013200655.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_033575396.1
Erwinia_billingiae_WP_013200655.1	Providencia_stuartii	Providencia_stuartii_WP_014656823.1
Erwinia_billingiae_WP_013200655.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010848013.1
Erwinia_billingiae_WP_013200655.1	Dickeya_dadantii	Dickeya_dadantii_WP_216283888.1
Erwinia_billingiae_WP_013200655.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_099823582.1
Erwinia_billingiae_WP_013200655.1	Proteus_mirabilis	Proteus_mirabilis_WP_004248950.1
Erwinia_billingiae_WP_013200655.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010300532.1
Erwinia_billingiae_WP_013200655.1	Pragia_fontium	Pragia_fontium_WP_074820175.1
Erwinia_billingiae_WP_013200655.1	Serratia_marcescens	Serratia_marcescens_WP_025159620.1
Erwinia_billingiae_WP_013200655.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_031593292.1
Erwinia_billingiae_WP_013200655.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002887805.1
Erwinia_billingiae_WP_013200655.1	Morganella_morganii	Morganella_morganii_WP_032099035.1
Erwinia_billingiae_WP_013200655.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_035604712.1
Erwinia_billingiae_WP_013200655.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011095398.1
Erwinia_billingiae_WP_013200655.1	Salmonella_enterica	Salmonella_enterica_WP_000046770.1
Erwinia_billingiae_WP_013200655.1	Yersinia_pestis	Yersinia_pestis_WP_002230536.1
Erwinia_billingiae_WP_013200655.1	Leminorella_grimontii	Leminorella_grimontii_WP_027274769.1
Erwinia_billingiae_WP_013200655.1	Ewingella_americana	Ewingella_americana_WP_072009841.1
Erwinia_billingiae_WP_013200655.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015870044.1
Erwinia_billingiae_WP_013200655.1	Hafnia_alvei	Hafnia_alvei_WP_038502471.1
Erwinia_billingiae_WP_013200655.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013095500.1
Erwinia_billingiae_WP_013203485.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004090612.1
Erwinia_billingiae_WP_013203485.1	Ewingella_americana	Ewingella_americana_WP_003849035.1
Erwinia_billingiae_WP_013203485.1	Dickeya_dadantii	Dickeya_dadantii_WP_012768745.1
Erwinia_billingiae_WP_013203485.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015872450.1
Erwinia_billingiae_WP_013203485.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005278421.1
Erwinia_billingiae_WP_013203485.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011094869.1
Erwinia_billingiae_WP_013203485.1	Hafnia_alvei	Hafnia_alvei_WP_004090612.1
Erwinia_billingiae_WP_013203485.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_003849035.1
Erwinia_billingiae_WP_013203485.1	Pragia_fontium	Pragia_fontium_WP_047781582.1
Erwinia_billingiae_WP_013203485.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005281885.1
Erwinia_billingiae_WP_013203485.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048912526.1
Erwinia_billingiae_WP_013203485.1	Leminorella_grimontii	Leminorella_grimontii_WP_027273915.1
Erwinia_billingiae_WP_013203485.1	Erwinia_amylovora	Erwinia_amylovora_WP_004155938.1
Erwinia_billingiae_WP_013203485.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_002914145.1
Erwinia_billingiae_WP_013203485.1	Morganella_morganii	Morganella_morganii_WP_004237881.1
Erwinia_billingiae_WP_013203485.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010845356.1
Erwinia_billingiae_WP_013203485.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002914145.1
Erwinia_billingiae_WP_013203485.1	Serratia_marcescens	Serratia_marcescens_WP_015376707.1
Erwinia_billingiae_WP_013203485.1	Yersinia_pestis	Yersinia_pestis_WP_002209461.1
Erwinia_billingiae_WP_013203485.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010285987.1
Erwinia_billingiae_WP_013203485.1	Proteus_mirabilis	Proteus_mirabilis_WP_004244769.1
Erwinia_billingiae_WP_013203485.1	Providencia_stuartii	Providencia_stuartii_WP_004914006.1
Erwinia_billingiae_WP_013203485.1	Salmonella_enterica	Salmonella_enterica_WP_000065257.1
Erwinia_billingiae_WP_013203485.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768745.1
Erwinia_billingiae_WP_013203485.1	Erwinia_billingiae	Erwinia_billingiae_WP_013203485.1
Erwinia_billingiae_WP_013203485.1	Escherichia_coli	Escherichia_coli_YCN72024.1
Erwinia_billingiae_WP_013204120.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002919516.1
Erwinia_billingiae_WP_013204120.1	Hafnia_alvei	Hafnia_alvei_WP_025802657.1
Erwinia_billingiae_WP_013204120.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_003850168.1
Erwinia_billingiae_WP_013204120.1	Yersinia_pestis	Yersinia_pestis_WP_002213341.1
Erwinia_billingiae_WP_013204120.1	Escherichia_coli	Escherichia_coli_YCN68502.1
Erwinia_billingiae_WP_013204120.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_010286086.1
Erwinia_billingiae_WP_013204120.1	Morganella_morganii	Morganella_morganii_WP_004242249.1
Erwinia_billingiae_WP_013204120.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_004709236.1
Erwinia_billingiae_WP_013204120.1	Providencia_stuartii	Providencia_stuartii_WP_004926430.1
Erwinia_billingiae_WP_013204120.1	Proteus_mirabilis	Proteus_mirabilis_WP_004246944.1
Erwinia_billingiae_WP_013204120.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847495.1
Erwinia_billingiae_WP_013204120.1	Leminorella_grimontii	Leminorella_grimontii_WP_027275677.1
Erwinia_billingiae_WP_013204120.1	Ewingella_americana	Ewingella_americana_WP_034793669.1
Erwinia_billingiae_WP_013204120.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005290360.1
Erwinia_billingiae_WP_013204120.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_005290360.1
Erwinia_billingiae_WP_013204120.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_048912845.1
Erwinia_billingiae_WP_013204120.1	Erwinia_billingiae	Erwinia_billingiae_WP_013204120.1
Erwinia_billingiae_WP_013204120.1	Erwinia_amylovora	Erwinia_amylovora_WP_004160568.1
Erwinia_billingiae_WP_013204120.1	Salmonella_enterica	Salmonella_enterica_WP_001238917.1
Erwinia_billingiae_WP_013204120.1	Serratia_marcescens	Serratia_marcescens_WP_004929742.1
Erwinia_billingiae_WP_013204120.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011095501.1
Erwinia_billingiae_WP_013204120.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013099022.1
Erwinia_billingiae_WP_013204120.1	Dickeya_dadantii	Dickeya_dadantii_WP_022635104.1
Erwinia_billingiae_WP_013204120.1	Pragia_fontium	Pragia_fontium_WP_047779705.1
Erwinia_billingiae_WP_013204120.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_012768116.1
Erwinia_billingiae_WP_013204120.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_004846562.1
Erwinia_billingiae_WP_151037611.1	Yersinia_pestis	Yersinia_pestis_WP_002210936.1
Erwinia_billingiae_WP_151037611.1	Edwardsiella_ictaluri	Edwardsiella_ictaluri_WP_015871168.1
Erwinia_billingiae_WP_151037611.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010245613.1
Erwinia_billingiae_WP_151037611.1	Klebsiella_pneumoniae	Klebsiella_pneumoniae_WP_002908859.1
Erwinia_billingiae_WP_151037611.1	Erwinia_amylovora	Erwinia_amylovora_WP_004157413.1
Erwinia_billingiae_WP_151037611.1	Dickeya_chrysanthemi	Dickeya_chrysanthemi_WP_040001338.1
Erwinia_billingiae_WP_151037611.1	Providencia_stuartii	Providencia_stuartii_WP_004919173.1
Erwinia_billingiae_WP_151037611.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_304373809.1
Erwinia_billingiae_WP_151037611.1	Hafnia_alvei	Hafnia_alvei_WP_025801234.1
Erwinia_billingiae_WP_151037611.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_032896189.1
Erwinia_billingiae_WP_151037611.1	Leminorella_grimontii	Leminorella_grimontii_WP_347254696.1
Erwinia_billingiae_WP_151037611.1	Enterobacter_cloacae	Enterobacter_cloacae_WP_013096950.1
Erwinia_billingiae_WP_151037611.1	Edwardsiella_tarda	Edwardsiella_tarda_WP_005293485.1
Erwinia_billingiae_WP_151037611.1	Xenorhabdus_nematophila	Xenorhabdus_nematophila_WP_010847305.1
Erwinia_billingiae_WP_151037611.1	Erwinia_billingiae	Erwinia_billingiae_WP_151037611.1
Erwinia_billingiae_WP_151037611.1	Escherichia_coli	Escherichia_coli_YCN71101.1
Erwinia_billingiae_WP_151037611.1	Serratia_marcescens	Serratia_marcescens_WP_016927933.1
Erwinia_billingiae_WP_151037611.1	Salmonella_enterica	Salmonella_enterica_WP_000751447.1
Erwinia_billingiae_WP_151037611.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025801234.1
Erwinia_billingiae_WP_151037611.1	Pragia_fontium	Pragia_fontium_WP_047781008.1
Erwinia_billingiae_WP_151037611.1	Dickeya_dadantii	Dickeya_dadantii_WP_284603162.1
Erwinia_billingiae_WP_151037611.1	Ewingella_americana	Ewingella_americana_WP_185689844.1
Erwinia_billingiae_WP_151037611.1	Proteus_mirabilis	Proteus_mirabilis_WP_004248168.1
Erwinia_billingiae_WP_151037611.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011093436.1
Erwinia_billingiae_WP_151037611.1	Morganella_morganii	Morganella_morganii_WP_004235443.1
Erwinia_billingiae_WP_151037611.1	Pectobacterium_carotovorum	Pectobacterium_carotovorum_WP_039471605.1
Pectobacterium_carotovorum_WP_010297438.1	Escherichia_coli	Escherichia_coli_YCN72401.1
Pectobacterium_carotovorum_WP_010297438.1	Erwinia_billingiae	Erwinia_billingiae_WP_338573550.1
Pectobacterium_carotovorum_WP_010297438.1	Proteus_mirabilis	Proteus_mirabilis_WP_063073859.1
Pectobacterium_carotovorum_WP_010297438.1	Providencia_stuartii	Providencia_stuartii_WP_004925119.1
Pectobacterium_carotovorum_WP_010297438.1	Serratia_marcescens	Serratia_marcescens_WP_025304305.1
Pectobacterium_carotovorum_WP_010297438.1	Dickeya_dadantii	Dickeya_dadantii_WP_038900095.1
Pectobacterium_carotovorum_WP_010297438.1	Obesumbacterium_proteus	Obesumbacterium_proteus_WP_025802501.1
Pectobacterium_carotovorum_WP_010297438.1	Yersinia_bercovieri	Yersinia_bercovieri_WP_005271094.1
Pectobacterium_carotovorum_WP_010297438.1	Leminorella_grimontii	Leminorella_grimontii_WP_027274981.1
Pectobacterium_carotovorum_WP_010297438.1	Pectobacterium_atrosepticum	Pectobacterium_atrosepticum_WP_011091965.1
Pectobacterium_carotovorum_WP_010297438.1	Ewingella_americana	Ewingella_americana_WP_034793307.1
Pectobacterium_carotovorum_WP_010297438.1	Tatumella_ptyseos	Tatumella_ptyseos_WP_304373078.1
Pectobacterium_carotovorum_WP_010297438.1	Pantoea_agglomerans	Pantoea_agglomerans_WP_010249031.1
Pectobacterium_carotovorum_WP_010297438.1	Hafnia_alvei	Hafnia_alvei_WP_040044745.1
Pectobacterium_carotovorum_WP_010297438.1	Morganella_morganii	Morganella_morganii_WP_153643144.1
