family_id	genomes
Ewingella_americana_WP_034786741.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_bercovieri_WP_004392061.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_bercovieri_WP_004874088.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_bercovieri_WP_005277800.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Serratia_marcescens_WP_004932982.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002209131.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002210156.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002213339.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002228135.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Hafnia_alvei_WP_002438687.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Hafnia_alvei_WP_004092603.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Hafnia_alvei_WP_025797899.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Hafnia_alvei_WP_025800516.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Hafnia_alvei_WP_040046512.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Edwardsiella_tarda_WP_005290357.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Edwardsiella_tarda_WP_005293094.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Edwardsiella_ictaluri_WP_001181005.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Edwardsiella_ictaluri_WP_005293837.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Edwardsiella_ictaluri_WP_015871605.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Proteus_mirabilis_WP_004246900.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Proteus_mirabilis_WP_004246952.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Leminorella_grimontii_WP_027273623.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pragia_fontium_WP_047780756.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Salmonella_enterica_WP_000717694.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Erwinia_amylovora_WP_004155517.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pantoea_agglomerans_WP_003848868.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pantoea_agglomerans_WP_010258870.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pantoea_agglomerans_WP_010261038.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pectobacterium_carotovorum_WP_010296655.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pectobacterium_carotovorum_WP_010300006.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Pectobacterium_carotovorum_WP_010302304.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Dickeya_chrysanthemi_WP_012768105.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Dickeya_chrysanthemi_WP_012771136.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Dickeya_dadantii_WP_012768072.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Dickeya_dadantii_WP_013316314.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Dickeya_dadantii_WP_013316617.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Ewingella_americana_WP_034793427.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Ewingella_americana_WP_185688613.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Serratia_marcescens_WP_002211347.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Serratia_marcescens_WP_004938793.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002208555.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Yersinia_pestis_WP_002210116.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
Providencia_stuartii_WP_004923189.1	Dickeya_chrysanthemi,Dickeya_dadantii,Edwardsiella_ictaluri,Edwardsiella_tarda,Enterobacter_cloacae,Erwinia_amylovora,Erwinia_billingiae,Escherichia_coli,Ewingella_americana,Hafnia_alvei,Klebsiella_pneumoniae,Leminorella_grimontii,Morganella_morganii,Obesumbacterium_proteus,Pantoea_agglomerans,Pectobacterium_atrosepticum,Pectobacterium_carotovorum,Pragia_fontium,Proteus_mirabilis,Providencia_stuartii,Salmonella_enterica,Serratia_marcescens,Tatumella_ptyseos,Xenorhabdus_nematophila,Yersinia_bercovieri,Yersinia_pestis
